literature	الأَدَب	1	n
United Nations	الأُمَم المُتَّحِدة	1	n
I study	أَدرُس	1	n
I live, reside	أَسكُن	1	n
she works	تَعمَل	1	n
he works	يَعمَل	1	n
in	في	1	n
Egyptian	مِصريّ/ة	1	n
area, region	مِنطَقة	1	n
the same...	...نَفس ال	1	n
father	والِد	1	n
my father	والِدي	1	n
mother	والِدة	1	n
house	بَيْت	1	n
beautiful	جَميل	1	n
room	غُرْفة	1	n
feminine	مُؤَنَّث	1	n
masculine	مُذَكَّر	1	n
student	طالِب	1	n
daughter, girl	بِنْت	1	n
university	جامِعة	1	n
street	شارِع	1	n
office	مَكتَب	1	n
car	سَيّارة	1	n
plane	طائِرة	1	n
building	بِنايَة	1	n
test, examination	اِمْتِحان	1	n
important, powerful; big; old	كَبير	1	n
small	صَغير	1	n
long, tall	طَويل	1	n
short	قَصير	1	n
sick	مَريض	1	n
tired	تَعْبان	1	n
wide, spacious	واسِع	1	n
new	جَديد	1	n
strange, foreign	غَريب	1	n
close	قَريب	1	n
far	بَعيد	1	n
hard, difficult	صَعْب	1	n
nice, kind, pleasant	لَطيف	1	n
upset; annoyed, angry	زَعلان	1	n
delicious (food); good-hearted (people)	طَيِّب	1	n
hungry	جَوْعان	1	n
good	جَيِّد	1	n
professor	أُسْتاذ	1	n
book	كِتاب	1	n
door	باب	1	n
morning	صَباح	1	n
light	نور	1	n
bread	خُبْز	1	n
coffee	قَهْوة	1	n
family	أُسْرة	1	n
What? (in questions without verbs)	ما؟	1	n
What? (in questions using verb)	ماذا؟	1	n
Which?	أيّ؟	1	n
Who?	مَن؟	1	n
Where?	أينَ؟	1	n
How?	كَيفَ؟	1	n
with	مَعَ	1	n
from	مِن	1	n
congratulations!	مَبروك	1	n
man	رَجُل	1	n
family	أُسْرة	2	n
families	أُسَر	2	y
also	أَيضاً	2	n
translation	(التَرجَمة (مِن ... إلى	2	n
translator	مُتَرجِم / ة	2	n
where (not in questions)	حَيثُ	2	n
specializing/ specialist in	مُتَخَصِّص/ة في	2	n
maternal aunt	خالة	2	n
always	دائِماً	2	n
her name	اِسمُها	2	n
work	(الشُغل (=العَمَل	2	n
busy (with)	(مَشغول / ة (بِ	2	n
work	(العَمَل (=الشُغل	2	n
really!, truly	فِعلاً	2	n
admission(s)	القُبول	2	n
belonging to (preposition)	لِ	2	n
I have	لي	2	n
language	لُغة	2	n
languages	لُغات	2	y
evening	المَساء	2	n
daytime	النَهار	2	n
only; lonely	وَحيد/ة	2	n
I	أَنا	2	n
you (male)	أَنتَ	2	n
you (female)	أَنتِ	2	n
he/it (male)	هُوَ	2	n
she/it (female)	هِيَ	2	n
we	نَحْنُ	2	n
you (plural)	أَنتُم	2	n
they	هُم	2	n
word	كَلِمة	2	n
words	كَلِمات	2	y
singular	(مُفرَد (م	2	n
plural	جَمع	2	n
man	رَجُل	2	n
men	رِجال	2	y
student (male)	طالِب	2	n
students (male)	طُلّاب	2	y
son, boy; child	وَلَد	2	n
sons, boys; children	أَوْلاد	2	y
maternal uncle	خال/أَخْوال	2	n
friend (male), boyfriend	صاحِب	2	n
friends (male), boyfriends	أَصْحاب	2	y
professor (male)	أُسْتاذ	2	n
professors (male)	أَساتِذة	2	y
doctor	دُكتور	2	n
doctors	دَكاتِرة	2	y
Mr., Sr	سَيِّد	2	n
Mr., Sr (pl)	سادة	2	y
brother	أخ	2	n
brothers	إِخْوة	2	y
neighbor	جار	2	n
neighbors	جيران	2	y
Arab, Arabic	عَرَبِيّ/عَرَب	2	n
daughter, girl	بِنْت	2	n
daughters, girls	بَنات	2	y
sister	أُخت	2	n
sisters	أَخَوات	2	y
woman	اِمرَأة	2	n
women	نِساء	2	y
name, noun	اِسم	2	n
names, nouns	أَسماء	2	y
work	عَمَل	2	n
works	أعمال	2	y
news	خَبَر	2	n
news (pl)	أخبار	2	y
door	باب	2	n
doors	أبواب	2	y
book	كِتاب	2	n
books	كُتُب	2	y
city	مَدينة	2	n
cities	مُدُن	2	y
room	غُرْفة	2	n
rooms	غُرَف	2	y
story	قِصّة	2	n
stories	قِصَص	2	y
lesson	دَرْس	2	n
lessons	دُروس	2	y
class, classroom	صَفّ	2	n
classes, classrooms	صُفوف	2	y
class, classroom; season	فَصل	2	n
classes, classrooms; seasons	فُصول	2	y
bank	بَنك	2	n
banks	بُنوك	2	y
money	فُلوس	2	n
street	شارِع	2	n
streets	شَوارِع	2	y
notebook	دَفتَر	2	n
notebooks	دَفاتِر	2	y
area, region	مِنْطَقة	2	n
areas, regions	مَناطِق	2	y
office	مَكْتَب	2	n
offices	مَكاتِب	2	y
university	جامِعة	2	n
universities	جامِعات	2	y
plane	طائِرة	2	n
planes	طائِرات	2	y
car	سَيَّارة	2	n
cars	سَيّارات	2	y
state, province	وِلاية	2	n
states, provinces	وِلايات	2	y
hour	ساعة	2	n
hours	ساعات	2	y
page	صَفحة	2	n
pages	صَفَحات	2	y
table	طاوِلة	2	n
tables	طاولات	2	y
paper	وَرَقة	2	n
papers	وَرَقات / أَوْراق	2	y
building	بِناية	2	n
buildings	بِنايات	2	y
library	مَكتَبة	2	n
libraries	مَكتَبات	2	y
sentence	جُملة	2	n
subject	مُبتَدأ	2	n
predicate	خَبَر	2	n
his family	أُسرتُهُ	3	n
now	الآن	3	n
son	اِبن	3	n
sons	أَبناء	3	y
cousin (male, paternal)	اِبن عَمّ	3	n
cousins (male, paternal)	أبناء عمّ	3	y
army	جَيش	3	n
armies	جُيوش	3	y
actually, in reality	في الحَقيقة	3	n
he teaches	يُدَرِّس	3	n
letter	رِسالة	3	n
letters	رَسائِل	3	y
husband	زَوج	3	n
husbands	أَزواج	3	y
her husband	زوجُها	3	n
wife	زَوجة	3	n
wives	زَوجات	3	y
picture	صورة	3	n
pictures	صُوَر	3	y
officer	ضابِط	3	n
officers	ضُبّاط	3	y
I know	أَعرِف	3	n
science	عِلم	3	n
science (pl)	عُلوم	3	y
political science	العُلوم السِّياسِيّة	3	n
paternal uncle	عَمّ	3	n
paternal uncles	أَعمام	3	y
my (paternal) uncle	عَمّي	3	n
(extended) family	عائِلة	3	n
(extended) families	عائِلات	3	y
relative	قَريب	3	n
relatives	أَقارِب	3	y
college, school (in a university)	كُلِّية	3	n
colleges, schools (in a university)	كلّيات	3	y
my telephone number	رقم تليفوني	3	n
history	التّاريخ	3	n
law	الحُقوق	3	n
religion	الدّين	3	n
medicine	الطِّبّ	3	n
anthropology	عِلم الإنْسان	3	n
sociology	عِلم الاِجْتِماع	3	n
psychology	عِلم النَفْس	3	n
engineering	الهَندَسة	3	n
grandfather/ grandmother	جَدّ / ة	3	n
first	أَوَّل	4	n
primary, elementary	اِبتِدائيّ / ة	4	n
I memorize	أَحفَظ	4	n
school	مَدرَسة	4	n
schools	مَدارِس	4	y
I remember	أَتَذَكَّر	4	n
fourth	رابِع / ة	4	n
classmate; colleague (male)	زَميل	4	n
classmates; colleagues (male)	زُمَلاء	4	y
classmate; colleague (female)	زَميلة	4	n
classmates; colleagues (female)	زَميلات	4	y
traveling	(السَّفَر (إلى	4	n
she travels	(تُسافِر (إلى	4	n
friend (female)	صَديقة	4	n
friends (female)	صَديقات	4	y
friend (male)	صَديق	4	n
friends (male)	أَصدِقاء	4	y
childhood	الطُّفولة	4	n
individual (person)	فَرد	4	n
individuals (person)	أَفراد	4	y
before	قَبْلَ + اسم	4	n
all; every	كُلّ + اسم في إضافة	4	n
he was	كانَ	4	n
I was	كُنتُ	4	n
verb	فِعل	4	n
verbs	أَفعال	4	y
present or incomplete tense	مُضارِع	4	n
he watches	يُشاهِد	4	n
he writes	يَكتُب	4	n
he speaks	يَتَكَّلَم	4	n
he reads	يَقرَأ	4	n
he listens to	يَستَمِع إلى	4	n
prophet	نَبيّ	4	n
Caliph	خَليفة	4	n
Caliphs	خُلَفاء	4	y
question	سُؤال	4	n
questions	أَسْئِلة	4	y
adjective	صِفة	5	n
adjectives	صِفات	5	y
of...descent	مِن أَصل + صِفة	5	n
cold (adjective)	بارِد / ة	5	n
very	جِدّاً	5	n
weather	الجَوّ = الطَّقس	5	n
I like, love	أُحِبّ	5	n
hot (adjective)	حارّ / ة	5	n
the best ...	أَحسَن + اسم مفرد	5	n
indefinite noun	اِسْم مُفْرَد	5	n
sometimes	أَحْياناً	5	n
autumn	الخَريف	5	n
degree	دَرَجة	5	n
temperature	دَرَجة الحَرارة	5	n
spring (season)	الرَّبيع	5	n
humidity	الرُّطوبة	5	n
crowding, overcrowdedness	الاِزدِحام	5	n
on account of, because of	بِسَبَب	5	n
winter	الشِّتاء	5	n
I feel, having feelings of	أَشعُر بِ	5	n
summer	الصَّيف	5	n
weather	الطَّقس = الجَوّ	5	n
high	عالِية	5	n
low	مُنْخَفِظَة	5	n
season	فَصل	5	n
seasons	فُصول	5	y
semester	فصل دراسيّ	5	n
only	فَقَط	5	n
a lot, much (adverb)	كَثيراً	5	n
many (adjective)	كَثير / ة	5	n
many (pl) (adjective)	-ون/ين	5	y
as far as (someone) is concerned	بالنسبة لِ	5	n
loneliness	الوِحدة	5	n
well	جَيِّداً	5	n
noun	اِسم	5	n
nouns	أَسماء	5	y
capital (city)	عاصِمة	5	n
capitals (city)	عَواصِم	5	y
commerce, trade	التِّجارة	6	n
I get, obtain	أَحصُل على	6	n
to get/getting, to obtain/obtaining	الحُصول على	6	n
lecture	مُحاضَرة	6	n
lectures	مُحاضَرات	6	y
I graduated from	تَخَرَّجْتُ مِن	6	n
business administration	إدارة الأعمال	6	n
that (demonstrative, male)	ذلِكَ	6	n
that (demonstrative, female)	تِلكَ	6	n
I go to	أَذهَب إلى	6	n
week	أُسْبوع	6	n
weeks	أَسابيع	6	y
year	سَنة	6	n
years	سَنَوات	6	y
graduate fellow; teaching assistant	مُعيد	6	n
graduate fellows; teaching assistants	ون/ين	6	y
in order to	لِ	6	n
why?	لِماذا ؟	6	n
because	لِأنَّ + جملة اسمية	6	n
so, thus, for this reason	لِذلِك	6	n
since, ago	مُنذُ	6	n
have been ..ing ...since / for	فعل مضارع + مُنذُ	6	n
two years ago	مُنذُ سَنَتيْن	6	n
day	يَوم	6	n
days	أَيّام	6	y
today	اليَوم	6	n
Saturday	يوم السَبت	6	n
Sunday	يوم الأحَد	6	n
Monday	يوم الاِثنين	6	n
Tuesday	يوم الثُلاثاء	6	n
Wednesday	يوم الأرْبِعاء	6	n
Thursday	يوم الخَميس	6	n
Friday	يوم الجُمْعة	6	n
restaurant	مَطعَم	6	n
restaurants	مَطاعِم	6	y
dinner	عَشاء	6	n
program	بَرنامَج	6	n
programs	بَرامِج	6	y
chicken	دَجاج	6	n
fish	سَمَك	6	n
meat	لَحم	6	n
salad	سَلَطة	6	n
soup	شوربة	6	n
rice	أَرُزّ	6	n
vegetables	خَضرَوات	6	n
cooking oil	زَيت	6	n
fruits	فَواكِه	6	n
first (female)	أُولى	7	n
first (male)	أَوَّل	7	n
secondary	ثانَوِيّ / ة	7	n
Baccalaureate	الثّانَوِيّة العامّة	7	n
grandfather/ ancestors	جَدّ	7	n
grandfathers/ ancestors	أَجداد	7	y
grandmother	جَدّة	7	n
grandmothers	-ات	7	y
accident	حادِث	7	n
accidents	حَوادِث	7	y
preparatory (school)	إعْداديّ	7	n
general, public	عامّ / ة	7	n
(she) lives	تَعيش	7	n
economics, economy	الاِقتِصاد	7	n
the biggest or oldest	أكبر + اسم في إضافة	7	n
the oldest of them	أكْبَرهم	7	n
she/it was	كانَت	7	n
(she) died	ماتَت	7	n
ministry	وِزارة	7	n
ministries	-ات	7	y
there (is/are)	هُناكَ	7	n
How many...?	كَم؟ + المفرد	7	n
the dual	المُثَنّى	7	n
How much? (price)	بِكَم؟	7	n
hobby	هِواية	7	n
hobbies	-ات	7	y
sports	الرِياضة	7	n
basketball	كُرة السَّلّة	7	n
soccer	كُرة القَدَم	7	n
volleyball	الكُرة الطائرة	7	n
jogging	الجَري	7	n
skiing	التَّزَلُّج	7	n
swimming	السِّباحة	7	n
dancing	الرَّقص	7	n
music	الموسيقى	7	n
reading	القِراءة	7	n
cinema	السينما	7	n
drawing	الرَّسم	7	n
photography	التَّصوير	7	n
yesterday	أَمْس	7	n
mother	أُمّ	8	n
mothers	اُمَّهات	8	y
after	بَعدَ	8	n
I got, obtained	حصلتُ على	8	n
I entered	دخلتُ	8	n
I enter	أَدخُل ، الدُّخول	8	n
I study	أُذاكِر	8	n
reviewing lessons, doing homework	المُذاكَرة	8	n
opinion	رَأي	8	n
opinions	آراء	8	y
in his opinion	في رأيِهِ	8	n
he refused	رَفَضَ + المصدر	8	n
I refuse	أَرفُض + المصدر	8	n
he wanted to	أَرادَ أنْ + فعل مضارع	8	n
I want to	أُريد أنْ + فعل مضارع	8	n
help, helping	المُساعَدة	8	n
I help (someone) to /in (doing)	أُساعِد .. في + مصدر	8	n
throughout (time period)	طِوال	8	n
thanks to	بِفَضل + اسم	8	n
future	مُسْتَقبَل	8	n
as	كَما + فعل	8	n
I join, enter	أَلْتَحِق بِ	8	n
(he/it) is not	لَيْسَ	8	n
there is not	لَيْسَ هُناك	8	n
she/he/it does not have	لَيْسَ له / لَها	8	n
it does not have	لَيْسَ فيهِ / فيها	8	n
like	مِثلَ	8	n
I succeeded in, passed	نَجَحْتُ في	8	n
I succeed in, pass	أَنجَح في ، النَجاح في	8	n
past	الماضي	8	n
root	جَذر	8	n
pattern	وَزن	8	n
company	شَرِكة	8	n
companies	شَرِكات	8	y
in need of	بِحاجة إلى	8	n
if	إذا + الماضي	8	n
I was late, fell behind	تَأَخَّرتُ	8	n
other (female)	أُخْرى	9	n
others (female)	أُخْرَيات	9	y
other (male)	آخَر	9	n
others (male)	آخَرون	9	y
or	أَو	9	n
to begin	بَدَأَ ، يَبدَأ ، البَدء	9	n
some (of)	بَعض + اسم جمع في اضافة	9	n
then	ثُمَّ	9	n
newspaper	جَريدة	9	n
newspapers	جَرائِد	9	y
to sit	جَلَسَ ، يَجلِس ، الجُلوس	9	n
approximately, about	حَوالَيْ	9	n
to leave (a place)	خَرَجَ من ، يَخرُج من ، الخُروج من	9	n
special; (its) own; private	خاصّ	9	n
to smoke	دَخَّنَ ، يُدَخِّن ، التَّدخين	9	n
sixth	سادِس	9	n
hour; o'clock; clock, watch	ساعة	9	n
hours; o'clock (pl); clocks, watches	-ات	9	y
chess	الشَطَرَنْج	9	n
to be able to	اِستَطاعَ أنْ ، يَستَطيع أنْ	9	n
afternoon	بَعدَ الظُّهْر	9	n
to return	عادَ الى ، يَعود الى ، العَوْدة الى	9	n
eye	عَيْن	9	n
eyes	عُيون	9	y
lunch	الغَداء	9	n
to eat breakfast	فَطَرَ ، يَفطُر ، الفُطور	9	n
a little	قليلاً	9	n
to play	لَعِبَ ، يَلعَب ، اللَّعِب	9	n
club	النادي	9	n
clubs	النَوادي	9	y
to leave (the house); to descend	نَزَلَ من ، يَنْزِل من ، النُّزول من	9	n
half	نِصف	9	n
to wake (someone) up	يوقِظ	9	n
me (object of verb)	ني	9	n
time	وَقت	9	n
quarter	رُبع	9	n
third	ثُلث	9	n
less	إلّا	9	n
minute	دَقيقة	9	n
minutes	دَقائِق	9	y
At what time ...?	في أيّ ساعة ... ؟	9	n
discussion, to discuss	المُناقَشة	9	n
the world	العالَم	9	n
late	مُتَأَخِّر	10	n
late (pl)	-ون/ين	10	y
that, which (definite, female)	الَّتي	10	n
match, game (sports)	مُبَاراة	10	n
matches, games (sports)	مُبَارَيات	10	y
mosque	جامِع	10	n
mosques	جَوامِع	10	y
to come	جاءَ إلى ، يَجيء إلى ، المَجيء إلى	10	n
quickly	بِسُرعة	10	n
to stay up late	سَهِرَ ، يَسْهَر ، السَّهَر	10	n
to become	أَصبَحَ ، يُصْبِح	10	n
to wake up	صَحا ، يَصحو	10	n
prayer	الصَّلاة	10	n
usually	عادةً	10	n
to understand	فَهِمَ ، يَفْهَم ، الفَهم	10	n
to reside, take up residence	أقامَ ، يُقيم ، الإقامة	10	n
more	أَكثَر	10	n
night	لَيلة	10	n
nights	ليالي / لَيالٍ	10	y
tonight	اللَّيلة	10	n
at night	باللَّيْل	10	n
to enjoy	اِستَمْتَعَ ب ، يسْتَمْتِع بِ ، الاِسْتِمتاع ب	10	n
it is possible to	يُمْكِن أنْ + فعل مضارع	10	n
I can	يُمْكِنُني أنْ	10	n
to sleep, go to sleep	نامَ ، يَنام ، النَّوم	10	n
time, appointment	مَوعِد	10	n
times, appointments	مَواعيد	10	y
king	مَلِك	10	n
kings	مُلوك	10	y
bathroom, bath	حَمّام	10	n
bathrooms, baths	-ات	10	y
to receive, meet (people)	اِستَقبَلَ ، قابَلَ	10	n
me	ني	10	n
us	نا	10	n
you (pl., object)	كُم	10	n
you (m., object)	كَ	10	n
you (f., object)	كِ	10	n
him, it	هُ	10	n
her, it, them	ها	10	n
them	هُم	10	n
to exchange	تَبادَلَ ، يَتَبادَل ، التَّبادُل	11	n
(an) experience	تَجْرِبة	11	n
experiences	تَجارِب	11	y
shyness, embarrassment	الخَجَل	11	n
she got engaged to	خُطِبَت لِ	11	n
tourism	السِّياحة	11	n
pharmacy	صَيْدَلِيّة	11	n
pharmacies	-ات	11	y
several	عِدّة + اسم جمع	11	n
to get to know, meet	تَعَرَّفَ على ، يَتَعَرَّف على ، التَّعَرُّف على	11	n
emotional; romantic	عاطِفيّ	11	n
most (of)	مُعظَم + اسم جمع في إضافة	11	n
relationship; relations (between)	عَلاقة	11	n
relationships; relations (between)	-ات	11	y
when (non-interrogative)	عِندما + فعل	11	n
hotel	فُندُق	11	n
hotels	فَنادِق	11	y
to be cut off	اِنْقَطَعَ ، يَنْقَطِع ، الاِنْقِطاع	11	n
once, (one) time	مَرّة	11	n
once (pl), times	-ات	11	y
together	مَعاً	11	n
of, among	مِن	11	n
engineer	مُهَنْدِس	11	n
engineers	-ون/ين	11	y
no one, none (of)	(لا أَحَد (من ال	11	n
people	الناس	11	n
all	كل ال + الجمع	11	n
each, every	كل + مفرد	11	n
some of	بَعْض ال + الجمع	11	n
number (of)	عَدَد	11	n
numbers (of)	أَعداد	11	y
bed	سَرير	11	n
ambassador	سَفير	11	n
ambassadors	سُفَراء	11	y
health	الصِحّة	11	n
adjective	صِفة	11	n
adjectives	صِفات	11	y
to take	أَخَذَ ، يَأخُذ ، الأخْذ	12	n
the last...	آخِر + اسم مفرد	12	n
to stay, remain	بَقِيَ ، يَبْقى ، البَقاء	12	n
all together	جَميعاً	12	n
vacation	إجازة	12	n
vacations	-ات	12	y
life	الحَياة	12	n
to visit	زارَ ، يَزور ، الزِّيارة	12	n
(future marker)	(سَ (سَوفَ	12	n
she did not travel	لم تُسافر	12	n
the most difficult ...	أَصْعَب + اسم مفرد	12	n
in addition to	بِالإضافة إلى	12	n
of course, naturally	طَبْعاً	12	n
day off	عُطلة	12	n
days off	عُطَل	12	y
to learn of	عَلِمَ ب ، يَعْلَم ب ، العِلم ب	12	n
I was appointed	عُيِّنْتُ	12	n
to be absent from, miss	تَغَيَّبَ عن ، يَتَغَيَّب عن ، التَّغَيُّب عن	12	n
to decide to	قَرَّرَ أن ، يُقَرَّر أن	12	n
decision	قَرار	12	n
decisions	-ات	12	y
comparative (adjective)	مُقارَن	12	n
to spend (time)	قَضى ، يَقْضي ، القَضاء	12	n
scholarship award, grant, fellowship	مِنْحة	12	n
scholarship awards, grants, fellowships	مِنَح	12	y
here	هُنا	12	n
death	وَفاة	12	n
death	مَوت	12	n
tomorrow	غَداً	12	n
next, coming	القادِم / ة	12	n
president	رَئيس	12	n
presidents	رُؤَساء	12	y
director, manager	مُدير	12	n
problem	مُشكِلة	12	n
problems	مَشاكِل	12	y
completely	بالمَرّة	12	n
finally, at last	أَخيراً	13	n
in front of, before	أَمامَ	13	n
behind, beyond	خَلْف	13	n
magazine, journal	مَجَلّة	13	n
magazines, journals	-ات	13	y
to come to	حَضَرَ إلى ، يَحضُر إلى ، الحُضور إلى	13	n
to attend	حَضَرَ ، يَحضُر ، الحُضور	13	n
to return	رَجَعَ ، يَرجِع ، الرُّجوع من / إلى	13	n
to desire, wish to	رَغِبَ في ، يَرغَب في ، الرَّغبة في	13	n
I continue to (be), still (be/do)	ما زِلتُ	13	n
to encourage (someone) to	شَجَّعَ على ، يُشَجِّع على ، التَّشْجيع على	13	n
to think that	ظَنَّ أنّ ، يَظُنّ أنّ ، الظَّنّ	13	n
it means	يَعني	13	n
longing for one's native land	الغُربة	13	n
opportunity, chance	فُرْصة	13	n
opportunities, chances	فُرَص	13	y
to fail	(فَشِلَ ، يَفْشَل ، الفَشَل (في	13	n
to dismiss, fire (from a job)	فَصَلَ ، يَفصِل ، الفَصْل	13	n
to settle down, become stable	اِسْتَقَرَّ ، يَسْتَقِرّ ، الاِستِقرار	13	n
article	مَقالة	13	n
articles	-ات	13	y
likewise, also	كَذلِك	13	n
appropriate, suitable	مُناسِب	13	n
to finish (something)	اِنْتَهى مِن ، ينتَهي مِن ، الاِنْتِهاء مِن	13	n
to find	وَجَدَ ، يَجِد	13	n
I did not find	لم أجِد = ما وَجَدتُ	13	n
position, job	وَظيفة	13	n
positions, jobs	وَظائف	13	y
foreign, foreigner	أجنَبيّ	13	n
foreign (pl), foreigners	أجانِب	13	y
foundation	مُؤَسَّسة	13	n
if ... then (hypothetical)	لَو ... لَ	13	n
I see	أَرى	13	n
without	بِدون	13	n
to rent	اِستَأجَرَ ، يَستَأجِر ، الاِستِئْجار	14	n
to leave (someone or something)	تَرَكَ ، يَترُك ، التَّرك	14	n
to happen	حَدَثَ ، يَحْدُث	14	n
garden, yard	حَديقة	14	n
gardens, yards	حَدائق	14	y
public park	حَديقة عامّة	14	n
bathroom, bath	حَمّام	14	n
bathrooms, baths	-ات	14	y
swimming pool	حَمّام سِباحة	14	n
to recall; to mention	ذَكَرَ ، يَذْكُر ، الذِّكر	14	n
comfort, ease	راحة	14	n
dining (room)	السُّفرة	14	n
apartment	شَقّة	14	n
apartments	شِقَق / شُقَق	14	y
kitchen	مَطبَخ	14	n
kitchens	مَطابِخ	14	y
floor, story	طابِق	14	n
floors, stories	طَوابِق	14	y
to prepare, make (something) ready	أعَدَّ ، يُعِدّ ، الإعْداد	14	n
room	غُرفة	14	n
rooms	غُرَف	14	y
to receive, to welcome	اِسْتَقبَلَ ، يَستَقبِل ، الاِسْتِقبال	14	n
previously, before	مِن قَبل	14	n
to consist of, to be made up of	تَكَوَّن من ، يَتَكَوَّن من	14	n
place	مَكان	14	n
places	أماكِن	14	y
to hope, wish (for someone) to	تَمَنّى أنْ ، يتَمَنّى أنْ	14	n
to move to	اِنْتَقَلَ إلى ، يَنْتَقِل إلى ، الاِنتِقال إلى	14	n
in front of, before	أمام	14	n
between	بَيْنَ	14	n
below, underneath	تَحتَ	14	n
next to, beside	بِجانِب	14	n
above, on top of	فَوقَ	14	n
behind	وَراءَ	14	n
to cut	قَطَعَ ، يَقْطَع ، القَطْع	14	n
dictionary	القاموس	14	n
except	إلّا	15	n
(with preceding negative) only	لا / ليس / لن / لم) إلّا)	15	n
which, that (definite, male)	الَّذي	15	n
which (pl), that (pl) (definite, male)	الَّذينَ	15	y
which, that (definite, female)	الَّتي	15	n
which (pl), that (pl) (definite, female)	اللّاتي	15	y
(a) group of	مَجْموعة من	15	n
groups of	-ات	15	y
to determine, set	حَدَّدَ ، يُحَدِّد ، التَّحديد	15	n
freedom	الحُرِّيّة	15	n
to permit someone to	سَمَحَ لِ بِ ، يَسْمَح لِ بِ ، السَّماح لِ بِ	15	n
person	شَخْص	15	n
people	أشْخاض	15	y
to share, have in common, participate in	اِشتَرَكَ في ، يَشْتَرِك في ، الاشتِراك في	15	n
too busy (to have time) for	مَشغول عن	15	n
too busy (to have time) for (pl)	-ون	15	y
thing	شَيء	15	n
things	أشْياء	15	y
friend; boyfriend / girlfriend	صاحِب /ة	15	n
friends; boyfriends / girlfriends	أصْحاب	15	y
colloquial or spoken Arabic	العامِّيّة	15	n
to get angry	غَضِبَ من ، يَغْضَب من، الغَضَب من	15	n
formal or Classical Arabic	الفُصْحى	15	n
like, as	كَ + اسم	15	n
to wear, put on (clothes)	لَبِسَ ، يَلبَس ، اللُّبس	15	n
I am not	لَستُ	15	n
he owns, possesses	مَلَكَ ، يَمْلِك ، الملِك	15	n
